time_s,RequestScannerOn_raw,RecordScannerOn_raw,Periodicity_raw,Phase_raw,Left-Right_raw,Ant.-Post._raw,Head-Feet_raw,MarkerBlockFound_raw
12.56,0.0,0.0,49354.0,9938.0,290.0,13678.0,65182.0,0.0
12.6,0.0,0.0,46484.0,10589.0,720.0,15460.0,65215.0,0.0
12.64,0.0,0.0,44159.0,11245.0,1818.0,17710.0,65347.0,0.0
12.68,0.0,0.0,42243.0,11905.0,2077.0,19455.0,65323.0,0.0
12.72,0.0,0.0,42094.0,12552.0,3277.0,21445.0,65366.0,0.0
12.76,0.0,0.0,47102.0,13221.0,3377.0,23422.0,65388.0,0.0
12.8,0.0,0.0,47359.0,13870.0,3221.0,25323.0,65403.0,0.0
12.84,0.0,0.0,46122.0,14528.0,2538.0,27168.0,65383.0,0.0
12.88,0.0,0.0,46379.0,15190.0,1461.0,28925.0,65354.0,0.0
12.92,0.0,0.0,43653.0,15839.0,727.0,31020.0,65405.0,0.0
12.96,0.0,0.0,42961.0,16505.0,645.0,32939.0,65374.0,0.0
13.0,0.0,0.0,43624.0,17152.0,1320.0,34889.0,65357.0,0.0
13.04,0.0,0.0,44288.0,17811.0,2148.0,37103.0,65405.0,0.0
13.08,0.0,0.0,43732.0,18456.0,2631.0,39255.0,65451.0,0.0
13.12,0.0,0.0,45206.0,19100.0,2650.0,41168.0,65431.0,0.0
13.16,0.0,0.0,40186.0,19765.0,2467.0,43167.0,65461.0,0.0
13.2,0.0,0.0,40984.0,20414.0,2348.0,44966.0,65444.0,0.0
