time_s,RequestScannerOn [unary],RecordScannerOn [unary],Periodicity [arbitrary unit],Phase [degree],Left-Right [millimeter],Ant.-Post. [millimeter],Head-Feet [millimeter],MarkerBlockFound [unary]
92.04,0.0,1.0000000002165,0.16804604377416002,3.5163372010716,0.4657400555792002,168.69770542326899,404.48900329072,-1.0
92.08,0.0,1.0000000002165,0.16560010240208,3.5785317025704,0.46111726799039987,168.53384934072,403.80652684432,-1.0
92.12,0.0,1.0000000002165,0.16742084799744,3.640151216382,0.45598710127599995,168.395830844042,403.23129669664,-1.0
92.16,0.0,1.0000000002165,0.16870962876524,3.7064664629724,0.44161135938399987,167.964114219362,401.72009885104,-1.0
92.2,0.0,1.0000000002165,0.16653241189368,3.766648507566,0.46438704457760016,168.113579747755,402.10358561616,-1.0
92.24,0.0,1.0000000002165,0.16542460885072,3.8314304536572,0.4791574146783999,168.511609393388,403.28979467775997,-1.0
92.28,0.0,1.0000000002165,0.16617868270422,3.8935291238747998,0.49787406686720015,168.594028021736,403.43928951839996,-1.0
92.32,0.0,1.0000000002165,0.16586882690260002,3.9562027817796,0.45564884852560006,168.051111660396,401.63885165504,-1.0
92.36,0.0,1.0000000002165,0.16396033453156,4.0216555468392,0.4752675080488,167.941220155932,401.32036264672,-1.0
92.4,0.0,1.0000000002165,0.1641824435575,4.0810709411832,0.5123625596760002,168.237207690277,402.35382697984,-1.0
92.44,0.0,1.0000000002165,0.16573446465234,4.1445112493376,0.5200296220184,168.40629670161,402.94205667887996,-1.0
92.48,0.0,1.0000000002165,0.16382871436804,4.2072807385235995,0.49815594415919984,168.182916054143,402.37332630687996,-1.0
92.52,0.0,1.0000000002165,0.16139374134292,4.2696669025848,0.49877607420159986,167.909822583228,401.7980961592,-1.0
92.56,0.0,1.0000000002165,0.16188183278264,4.3352154989256,0.5003545870367998,167.754142951904,401.71034918751997,-1.0
92.6,0.0,1.0000000002165,0.15227081875894,4.3951100496755995,0.5054847537512002,167.691020748447,401.96059055119997,-1.0
92.64,0.0,1.0000000002165,0.14745023027002002,4.4593170080796,0.5130954406352002,167.526837607849,402.06133707424,-1.0
92.68,0.0,1.0000000002165,0.13970657731626002,4.519882377798,0.5235249004392002,167.481703597087,402.675565876,-1.0
92.72,0.0,1.0000000002165,0.1409981001708,4.5825560357028,0.5183947337247998,166.90837083719,401.79159638351996,-1.0
92.76,0.0,1.0000000002165,0.13087431592672,4.646762994106799,0.5139410725112001,166.492025940813,401.55760445903996,-1.0
92.8,0.0,1.0000000002165,0.13110465121288,4.7066575448567995,0.5145048270952,166.042321123438,401.46010782383996,-1.0
92.84,0.0,1.0000000002165,0.12868064653472,4.7721103099164,0.5172672245568002,165.479454221109,401.14486870336,-1.0
92.88,0.0,1.0000000002165,0.12599340152952002,4.8340173175715995,0.5136591952192,165.095815129632,401.61285255231996,-1.0
92.92,0.0,1.0000000002165,0.11429291740994,4.8971701318824,0.5310228364063998,164.523790601931,401.64860131856,-1.0
92.96,0.0,1.0000000002165,0.10127348956842,4.9624312343796,0.5136028197607998,163.666898513551,400.91087677888,-1.0
93.0,0.0,1.0000000002165,0.08984995620958,5.0232840979416,0.5247087850656,162.779590026614,400.30639764064,-1.0
93.04,0.0,1.0000000002165,0.08426158343346,5.0880660440328,0.5594360674400001,162.236346607225,400.94012576944,-1.0
93.08,0.0,1.0000000002165,0.07788074758948,5.168947645365599,0.5682870144088001,161.41216032374498,400.86212846128,-1.0
93.12,0.0,1.0000000002165,0.07256384140062,5.2332504350508,0.5786037232960002,160.505555411917,400.67038507871996,-1.0
93.16,0.0,1.0000000002165,0.06936656826178,5.2960199242368,0.5369986349968001,159.429534430707,400.0431567256,-1.0
93.2,0.0,1.0000000002165,0.06723048269132001,5.35696861908,0.5747138166663999,158.549421220848,400.238149996,-1.0
93.24,0.0,1.0000000002165,0.0650971392076,5.4229005405456,0.6013794084896,157.410932152279,399.51667489552,-1.0
93.28,0.0,1.0000000002165,0.06613639008206,5.4849992107632,0.6114142400847999,156.265247806632,398.81144923424,-1.0
93.32,0.0,1.0000000002165,0.06770760578408,5.5504519758228,0.6432663740807998,155.285381891828,398.60020652464,-1.0
93.36,0.0,1.0000000002165,0.07086100553508,5.613796452696,0.6640125427719998,154.494882587395,398.93494497216,-1.0
93.4,0.0,0.0,0.07560207350854001,5.6753201352264,0.6518918192159999,153.543470722854,398.67820383279997,-1.0
93.44,0.0,0.0,0.08086688004934,5.7383771182559995,0.6505951836728001,152.751336128176,398.81144923424,-1.0
93.48,0.0,0.0,0.09828187293508,5.7986549941308,0.6756258872024001,152.077269489187,399.09418947631997,-1.0
93.52,0.0,0.0,0.11674708504224,5.8637244340656,0.6679024494016002,151.093478877795,398.11272334864,-1.0
93.56,0.0,0.0,0.12595775440190002,5.92716474222,0.6864499752151998,150.336012436311,397.69023792944,-1.0
93.6,0.0,0.0,0.12724379308296,5.9885925934692,0.7063505120303999,149.904295811631,398.03797592832,-1.0
93.64,0.0,0.0,0.13222616468954002,6.0537578646852,0.721233633048,149.625642353883,398.53195888,-1.0
93.68,0.0,0.0,0.14511945654102001,6.114323234403599,0.7354966240232002,149.28648315707,398.53195888,-1.0
93.72,0.0,0.0,0.14718973202972002,6.179680168182,0.7355529994815999,148.961714514413,398.22971931088,-1.0
93.76,0.0,0.0,0.15321683868424002,6.2428329824928,0.7352711221895998,148.823696017735,398.17122132976,-1.0
93.8,0.0,0.0,0.15106704268008,0.0211787131452,0.7236014023008002,148.431553416984,396.8582666424,-1.0
93.84,0.0,0.0,0.14153829125858,0.0861523217988,0.7363422558992001,148.562376636584,396.98176238032,-1.0
93.88,0.0,0.0,0.13623235341668,0.148059329454,0.7413032962383999,148.765806743062,397.0207610344,-1.0
93.92,0.0,0.0,0.13461452224008,0.21351209451359998,0.7432200618240001,149.28321257657998,397.67398849024,-1.0
93.96,0.0,0.0,0.1285216055038,0.276473246262,0.7492522358727998,149.977229756558,398.59370674895996,-1.0
94.0,0.0,0.0,0.12638277784660001,0.3380927600736,0.7356657503983999,150.496924996419,398.57745730976,-1.0
94.04,0.0,0.0,0.12082182593788,0.4022997184776,0.7238269041344001,150.882199378141,397.85923209712,-1.0
94.08,0.0,0.0,0.11263121284550001,0.4621942692276,0.7032498618183998,151.565096584453,397.88848108767996,-1.0
94.12,0.0,0.0,0.08734643101596,0.5272637091624,0.6910727628040001,152.448807432851,398.25896830144,-1.0
94.16,0.0,0.0,0.07943276868432,0.588883222974,0.7083236530743999,153.231457344108,398.13222267568,-1.0
94.2,0.0,0.0,0.07099536778534,0.650215242942,0.7140739498311999,154.044523653922,397.85273232144,-1.0
94.24,0.0,0.0,0.06808601375420001,0.7137513823775999,0.7080417757823998,154.864785240814,397.47249544415996,-1.0
94.28,0.0,0.0,0.06649011927152,0.772879282878,0.687126480716,155.756018424339,397.29375161295997,-1.0
94.32,0.0,0.0,0.06647366675108,0.8384278792188,0.676697020912,156.91674744024,397.9957273864,-1.0
94.36,0.0,0.0,0.0696078718949,0.9002390555927999,0.666267561108,157.995711943891,398.37921415152,-1.0
94.4,0.0,0.0,0.06985191761476,0.9622418945292,0.6677333230264,158.950721446971,398.29796695552,-1.0
94.44,0.0,0.0,0.06930898444024,1.0252988775588,0.6741601252840002,159.797801793881,397.98272783504,-1.0
94.48,0.0,0.0,0.0729669281514,1.0858642472772,0.6835748268368,160.727627827188,398.01847660128,-1.0
94.52,0.0,0.0,0.07688262801612,1.151412843618,0.7014458471495999,161.507661274053,397.73573635919996,-1.0
94.56,0.0,0.0,0.08341976280428,1.2130323574296,0.677542652788,162.136266844231,397.14100688447996,-1.0
94.6,0.0,0.0,0.09257833251588,1.2753226902096,0.6353738099048001,162.990869526268,397.39124824815997,-1.0
94.64,0.0,0.0,0.09884674280352,1.3384755045204,0.5940505988976001,163.717592511146,397.33600015487997,-1.0
94.68,0.0,0.0,0.11585864893848001,1.3992325368012,0.6053820660359999,164.45968722432698,397.50174443471997,-1.0
94.72,0.0,0.0,0.12290306977354001,1.4639186516112,0.6077498352888,165.131464456973,397.71623703216,-1.0
94.76,0.0,0.0,0.12732605568516,1.5255381654228,0.6133873811288,165.638077374874,397.56349230368,-1.0
94.8,0.0,0.0,0.12834062777896002,1.58840348589,0.5970384981927999,166.076008102485,397.38799836032,-1.0
94.84,0.0,0.0,0.13668479772878,1.6518437940444,0.5988988883199999,166.506416494969,397.4269970144,-1.0
